"","Sample","ARO","Pathogen","Reads","MAPQ","Drug","Mechanism","AMR_Family","Gene_Length","FPKM"
"117","LKMG003-028.allele_mapping_data.txt","smeB","Stenotrophomonas maltophilia",3,13.33,"aminoglycoside antibiotic; cephalosporin; cephamycin; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3150,3.8438416275748
"118","LKMG003-028.allele_mapping_data.txt","mphC","Staphylococcus aureus",11,20.18,"macrolide antibiotic","antibiotic inactivation","macrolide phosphotransferase (MPH)",900,49.3293008872099
"119","LKMG003-028.allele_mapping_data.txt","patA","Streptococcus pneumoniae",17,21.15,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,40.4793941310974
"120","LKMG003-028.allele_mapping_data.txt","patB","Streptococcus pneumoniae",6,25.2,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,13.7046985023889
"121","LKMG003-028.allele_mapping_data.txt","AAC(6')-Ib7","Salmonella enterica",1,22,"aminoglycoside antibiotic","antibiotic inactivation","AAC(6')",786,5.13490293759992
"122","LKMG003-028.allele_mapping_data.txt","TriC","Pseudomonas aeruginosa",3,11,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3048,3.97247412298576
"123","LKMG003-028.allele_mapping_data.txt","MexK","Pseudomonas aeruginosa",1,11,"macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3078,1.31125201720388
"124","LKMG003-028.allele_mapping_data.txt","mexN","Pseudomonas aeruginosa",6,14.75,"phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3111,7.78405729788532
"125","LKMG003-028.allele_mapping_data.txt","oleC","Streptomyces antibioticus",4,11,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",978,16.5072953331433
"126","LKMG003-028.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",2,36,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,9.50773547456664
"127","LKMG003-028.allele_mapping_data.txt","fusC","Staphylococcus aureus",5,22,"fusidane antibiotic","antibiotic target protection","Target protecting FusB-type protein conferring resistance to Fusidic acid",639,31.5808584425159
"128","LKMG003-028.allele_mapping_data.txt","kdpE","Escherichia coli",10,22,"aminoglycoside antibiotic","antibiotic efflux","kdpDE",678,59.5285207810256
"129","LKMG003-028.allele_mapping_data.txt","farA","Neisseria meningitidis",1,11,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1155,3.49440147961345
"130","LKMG003-028.allele_mapping_data.txt","FusF","Staphylococcus cohnii",17,20.62,"fusidane antibiotic","antibiotic target protection","Target protecting FusB-type protein conferring resistance to Fusidic acid",645,106.376082251489
"131","LKMG003-028.allele_mapping_data.txt","Pseudomonas aeruginosa CpxR","Pseudomonas aeruginosa",2,11,"macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",678,11.9057041562051
"132","LKMG003-028.allele_mapping_data.txt","tetA(46)","Streptococcus australis",13,25.27,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1725,30.4164859225484
"133","LKMG003-028.allele_mapping_data.txt","OprM","Pseudomonas aeruginosa",5,13.75,"macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1458,13.8409935149298
"134","LKMG003-028.allele_mapping_data.txt","MuxB","Pseudomonas aeruginosa",6,11,"macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3132,7.73186534282287
"135","LKMG003-028.allele_mapping_data.txt","Escherichia coli mdfA","Escherichia coli",15,24.33,"tetracycline antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1233,49.1001667755905
"136","LKMG003-028.allele_mapping_data.txt","rpoB2","Nocardia farcinica",8,12.08,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,9.25430486432453
"137","LKMG003-028.allele_mapping_data.txt","ICR-Mc","Moraxella catarrhalis",7,25.67,"peptide antibiotic","antibiotic target alteration","intrinsic colistin resistant phosphoethanolamine transferase",1737,16.2649602548502
"138","LKMG003-028.allele_mapping_data.txt","OmpA","Klebsiella pneumoniae",12,16.1,"peptide antibiotic","reduced permeability to antibiotic","General Bacterial Porin with reduced permeability to peptide antibiotics",1125,43.0510262288377
"139","LKMG003-028.allele_mapping_data.txt","cprR","Pseudomonas aeruginosa",2,11,"peptide antibiotic","antibiotic target alteration; antibiotic efflux","pmr phosphoethanolamine transferase",672,12.0120050861712
"140","LKMG003-028.allele_mapping_data.txt","MexI","Pseudomonas aeruginosa",1,11,"fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3090,1.30615977636037
"141","LKMG003-028.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",6,14.6,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,7.28525940244321
"142","LKMG003-028.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",24,12.61,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,27.2015751235285
"143","LKMG003-028.allele_mapping_data.txt","salB","Mammaliicoccus lentus",1,41,"lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic","antibiotic target protection","sal-type ABC-F protein",1626,2.48218555286195
"144","LKMG003-028.allele_mapping_data.txt","vanR gene in vanO cluster","Rhodococcus hoagii",2,11,"glycopeptide antibiotic","antibiotic target alteration","glycopeptide resistance gene cluster; vanR",702,11.4986715354802
"145","LKMG003-028.allele_mapping_data.txt","Nocardia farcinica rox","Nocardia farcinica",1,11,"rifamycin antibiotic","antibiotic inactivation","rifampin monooxygenase",1422,2.83827968280839
"146","LKMG003-031.allele_mapping_data.txt","APH(3')-Ia","Serratia marcescens",2,17,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",816,9.89223948272926
"147","LKMG003-031.allele_mapping_data.txt","ErmX","Plasmid pNG2",26,22.28,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",855,122.733188810283
"148","LKMG003-031.allele_mapping_data.txt","sul1","Vibrio fluvialis",32,23.3,"sulfonamide antibiotic","antibiotic target replacement","sulfonamide resistant sul",840,153.753665102992
"149","LKMG003-031.allele_mapping_data.txt","acrB","Escherichia coli",1,11,"fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3150,1.28128054252493
"150","LKMG003-031.allele_mapping_data.txt","mel","Streptococcus pyogenes",1,21,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,3.31365657549551
"151","LKMG003-031.allele_mapping_data.txt","ErmT","Plasmid pGT633",2,20.75,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",735,10.9824046502137
"152","LKMG003-031.allele_mapping_data.txt","tet(K)","Staphylococcus aureus",2,22,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1380,5.84932421587469
"153","LKMG003-031.allele_mapping_data.txt","emrA","Escherichia coli",2,22,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1173,6.88155790102905
"154","LKMG003-031.allele_mapping_data.txt","patA","Streptococcus pneumoniae",17,23.22,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,40.4793941310974
"155","LKMG003-031.allele_mapping_data.txt","patB","Streptococcus pneumoniae",19,25.44,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,43.3982119242316
"156","LKMG003-031.allele_mapping_data.txt","AAC(6')-Ib7","Salmonella enterica",11,23.11,"aminoglycoside antibiotic","antibiotic inactivation","AAC(6')",786,56.4839323135991
"157","LKMG003-031.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",15,22.82,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,50.4504213619192
"158","LKMG003-031.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",6,19.67,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,28.5232064236999
"159","LKMG003-031.allele_mapping_data.txt","rpoB2","Nocardia farcinica",16,10.38,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,18.5086097286491
"160","LKMG003-031.allele_mapping_data.txt","ICR-Mc","Moraxella catarrhalis",53,22.6,"peptide antibiotic","antibiotic target alteration","intrinsic colistin resistant phosphoethanolamine transferase",1737,123.148984786723
"161","LKMG003-031.allele_mapping_data.txt","qacL","Vibrio cholerae",1,22,"disinfecting agents and antiseptics","antibiotic efflux","small multidrug resistance (SMR) antibiotic efflux pump",333,12.1202213482088
"162","LKMG003-031.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",1,11,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,1.2142099004072
"163","LKMG003-031.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",4,11.5,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,4.53359585392141
"164","LKMG003-032.allele_mapping_data.txt","mdtP","Escherichia coli",3,21,"nucleoside antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1467,8.25364766657165
"165","LKMG003-032.allele_mapping_data.txt","mgrA","Staphylococcus aureus",8,20.43,"fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump",444,72.7213280892529
"166","LKMG003-032.allele_mapping_data.txt","arlS","Staphylococcus aureus",6,26.4,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1356,17.8585562343077
"167","LKMG003-032.allele_mapping_data.txt","sdiA","Salmonella enterica",2,11,"fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",723,11.164685225321
"168","LKMG003-032.allele_mapping_data.txt","mdtH","Escherichia coli",8,22,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1209,26.7065919533733
"169","LKMG003-032.allele_mapping_data.txt","mepA","Staphylococcus aureus",11,23,"glycylcycline; tetracycline antibiotic","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1356,32.7406864295641
"170","LKMG003-032.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",2,14.5,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,4.17161106868583
"171","LKMG003-032.allele_mapping_data.txt","qacB","Staphylococcus aureus",2,11,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1545,5.22463910544147
"172","LKMG003-032.allele_mapping_data.txt","cmlv","Streptomyces venezuelae",1,11,"phenicol antibiotic","antibiotic inactivation","chloramphenicol phosphotransferase",1311,3.07859169256563
"173","LKMG003-032.allele_mapping_data.txt","PC1 beta-lactamase (blaZ)","Staphylococcus aureus",10,29.86,"penam","antibiotic inactivation","BlaZ beta-lactamase",846,47.7072542429496
"174","LKMG003-032.allele_mapping_data.txt","mepR","Staphylococcus aureus",3,18.67,"glycylcycline; tetracycline antibiotic","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",420,28.828812206811
"175","LKMG003-032.allele_mapping_data.txt","norB","Listeria monocytogenes",1,11,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1401,2.88082348961709
"176","LKMG003-032.allele_mapping_data.txt","msrA","Staphylococcus epidermidis",15,27.5,"macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic","antibiotic target protection","msr-type ABC-F protein",1467,41.2682383328583
"177","LKMG003-032.allele_mapping_data.txt","novA","Streptomyces niveus",1,11,"aminocoumarin antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1848,2.18400092475841
"178","LKMG003-032.allele_mapping_data.txt","mel","Streptococcus pyogenes",17,20.47,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,56.3321617834238
"179","LKMG003-032.allele_mapping_data.txt","mdtC","Escherichia coli",1,22,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3078,1.31125201720388
"180","LKMG003-032.allele_mapping_data.txt","evgS","Escherichia coli",2,22,"macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump",3594,2.24598425651282
"181","LKMG003-032.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",2,22,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,4.08919322082425
